1343301298,103750650,1709133318706,虎扑JR1039652545,9小时前,云南,老婆,10
1343218461,107789285,1709128900927,虎扑JR0975780301,10小时前,广东,我就喜欢绫华，其他都没感觉,10
1342514031,108527975,1709090906779,今天超A,21小时前,湖北,为什么说女生不喜欢啊，我一个女生就很喜欢啊，这么好看，命中注定的老婆,10
1341880122,108495722,1709040995972,虎扑JR0850051292,02-27,辽宁,第一个老婆～,10
1341541728,108534000,1709033389082,虎扑JR0114039924,02-27,江西,。,10
1341171078,108532182,1709023981266,虎扑JR2075236417,02-27,陕西,666,10
1340913006,108525926,1708995321452,虎扑JR2038796435,02-27,浙江,我是神里绫华的（）,10
1339578381,106869637,1708939493419,虎扑JR0224360577,02-26,福建,我永远喜欢神里绫华,10
1339320572,108513236,1708921708374,虎扑JR1509515022,02-26,安徽,我的初恋,10
1338437986,108489202,1708883928097,搂着猫睡的鱼,02-26,黑龙江,第一个限定五星,10
1337075256,108491848,1708841220917,虎扑JR1781958070,02-25,河南,永远的华门,10
1336659745,108486889,1708830307193,虎扑JR0833928872,02-25,山西,行吧,10
1336587691,108484595,1708823453923,虎扑胜,02-25,福建,老婆,10
1336485424,108483512,1708804899848,虎扑JR1451889668,02-25,四川,我是神里绫华的（）,10
1335871838,106648774,1708781952652,虎扑JR0480620967,02-24,河南,说绿茶的是在说自己吗,10
1335867262,108471862,1708777369291,虎扑JR1826239126,02-24,湖北,我爱绫华！,10
1335613318,108031334,1708774068180,虎扑JR0765144567,02-24,江西,此乃吾妻,10
1335400325,108443645,1708764457125,骑猫捕鲨鱼,02-24,浙江,给你爱,10
1334993932,108460604,1708755546780,潮信起wsw,02-24,浙江,锅盖头,6
1334639580,108461372,1708755378169,虎扑JR0617447861,02-24,云南,纟[微笑],10
1334335711,108459663,1708751550335,虎扑JR1020392727,02-24,山西,首个C，陪我度过三个大版本，值得,10
1334110714,108457042,1708750664222,虎扑JR0503730284,02-24,北京,乌龟,10
1334317806,108458118,1708747910358,虎扑JR1826968493,02-24,吉林,希望铁刘海能改一下,10
1334162220,108455300,1708740690783,精神支柱是绫华,02-24,河北,哦,10
1333941212,108455300,1708739803989,精神支柱是绫华,02-24,河北,杀害神里家，你说呢,10
1333805488,100941544,1708710602819,虎扑JR0368942079,02-24,湖南,xxn到底是什么生物啊,10
1333623973,103455437,1708702304506,虎扑JR0047087660,02-23,山东,绫华yyds,10
1333769880,108281184,1708699418383,虎扑JR1683536305,02-23,河北,让我来助你一臂之力,10
1333366948,97238380,1708693529946,一坨女雕丝,02-23,广东,遁地不错，抽来给我鹤当c,10
1333488454,108440230,1708683754995,虎扑JR0778842946,02-23,江西,但…在此之前，你要好好保管好自已的佩剑哦？如果哪天被我偷走了，你的性命也就交我的手上了。这句话是在告白，对吧。,10
1333289198,108440230,1708681937906,虎扑JR0778842946,02-23,江西,兄弟，你名字打错了，谁说绫华是绿茶的？我亿万个不信,10
1332597547,101718091,1708671152079,童话长,02-23,山东,让你去放牛，你真去了，主线闭着眼过的?,10
1332904665,100680449,1708670565100,虎扑JR1702826944,02-23,北京,老婆，皮肤好看,10
1331939491,107612067,1708653924451,虎扑JR1484491914,02-23,江苏,我从抽到一直练到大毕业的角色，还专门抽了专武,10
1331582413,105460773,1708647449272,虎扑JR1164797067,02-23,山西,绫华,10
1331546381,108425117,1708619807207,虎扑JR1634645411,02-23,河北,第一个五星up，感谢陪我走过了开荒期,10
1331480704,106346192,1708611477455,虎扑JR0311402963,02-22,河南,不在一个次元，扣一星,8
1330895750,108415550,1708597736965,潘塔罗涅,02-22,陕西,强度很高！,8
1330936473,108414113,1708594607539,绘花,02-22,河南,...,6
1330285347,108179107,1708583972564,79哪里贵了,02-22,浙江,240天,10
1330177474,99754810,1708570889205,虎扑JR0752118367,02-22,河北,绫华完美无暇,10
1329775791,108404191,1708565781808,高兴同学想评分,02-22,辽宁,女玩家，有礼貌的大小姐，漂亮，少一星是因为小保底歪了,8
1329742390,108403814,1708562669865,绫华315,02-22,黑龙江,,10
1329739955,106497595,1708540978565,虎扑JR1875396925,02-22,河南,低配永冻队曾经长期是平民玩家深渊对群的最优解，满分致敬平民玩家以及攻略博主。,10
1329810435,108402163,1708540434790,蓝桉sllh,02-22,广西,神里绫华我老婆,10
1329533204,108397204,1708526535433,虎扑JR1580717805,02-21,贵州,嘻嘻,10
1329578399,108394967,1708521929328,虎扑JR1787538694,02-21,河北,请 好好的看着我 然后一发霜灭请你吃凉凉的盒饭,10
1329545039,108393399,1708517868185,虎扑JR0815463026,02-21,湖北,6,10
1329544178,108311194,1708516780396,虎扑JR0048610544,02-21,上海,第一个五星,10
1329370286,108391494,1708514237057,虎扑JR0316173902,02-21,重庆,一百分,10
1328971747,108388819,1708507896572,虎扑JR0627259391,02-21,江西,汪汪汪,10
1328554599,100630919,1708491305481,虎扑JR0452972370,02-21,浙江,需要理由吗？,10
1328327979,108017027,1708485902986,虎扑JR1419044226,02-21,辽宁,为青涩暗恋画上一个句号吧，宝贝,10
1328391297,108093825,1708484517551,虎扑JR1619124148,02-21,甘肃,乐,10
1328401992,108377528,1708468427754,虎扑JR1805429389,02-21,广东,不允许你们说我的绫华宝宝😡,10
1328102889,107473601,1708439294868,虎扑JR2023953514,02-20,福建,好，仅此一字,10
1327675143,108268831,1708425231076,南挽爸爸,02-20,北京,山里灵活,10
1327405367,100663695,1708410862142,虎扑JR0675295802,02-20,江苏,完美,10
1327287795,108353875,1708403826049,虎扑JR0023724819,02-20,河北,喜欢,10
1327323018,108025154,1708398134553,枫三月七版,02-20,贵州,老婆真好看[奸笑],10
1327181578,107922938,1708397448526,虎扑JR0430806895,02-20,福建,老婆,10
1326939100,106869140,1708356180153,虎扑JR1219022712,02-19,内蒙古,还不高？,10
1326668120,97222104,1708342910053,Pioko,02-19,河北,就喜欢看xxn破防到狰狞变形的样子，神里兄妹棒棒,10
1326659515,108337755,1708339573787,虎扑JR2025999386,02-19,广东,山里灵活的狗,10
1326434480,99637872,1708334134378,虎扑JR1418477664,02-19,河北,入坑原因,10
1325966894,107816294,1708327188053,虎扑JR1431191338,02-19,山东,支持,0
1325988999,108317327,1708320700148,n神牛,02-19,湖北,我老婆,10
1325682218,108325970,1708308409117,町時流人丨绫华,02-19,贵州,一生所爱,10
1325515588,108323772,1708286049194,兔痴情,02-19,四川,认真的呐，夸绫华还一颗星也不给[捂脸],10
1325343491,104904283,1708277608946,魔仙左轮小王子,02-19,湖北,我是山里灵活的勾🐕,10
1325378124,102961492,1708270729202,欧某人真的菜,02-18,,看到一个散兵头像的给了一星我就明白了,10
1324986509,108311645,1708255017768,虎扑JR0311968992,02-18,河南,喜欢,10
1324775606,108309622,1708254579219,虎扑JR0087545844,02-18,陕西,汪,10
1324980366,108309622,1708254526961,虎扑JR0087545844,02-18,陕西,汪,10
1325049486,108048486,1708252704736,虎扑JR0548056878,02-18,福建,我爱你,10
1325001686,108048486,1708252668672,虎扑JR0548056878,02-18,福建,。。。,10
1324607977,108307409,1708244391483,虎扑JR0412835243,02-18,四川,神里龟龟,10
1324366732,107319300,1708239554217,虎扑JR1173645579,02-18,河南,喜欢的第二个女角色,10
1324605006,101835734,1708239418851,虎扑JR1687214324,02-18,广东,袜子给我泡茶谢谢,10
1324601298,47199378,1708233614984,hupu_6a83b05883e16129,02-18,云南,敢爱敢恨，角色爆满,10
1324443901,108302373,1708230200112,虎扑JR2014780010,02-18,福建,嘿嘿嘿,10
1324158414,108287158,1708226066113,流光萤彩,02-18,重庆,因为得不到给4星,8
1324180857,108300513,1708225969597,虎扑JR1869469173,02-18,江西,麦外敷,10
1324464277,100939453,1708225713619,潔1世一,02-18,辽宁,那种隐晦的感情表达太触动我,10
1324240117,108300797,1708225581918,虎扑JR0837094184,02-18,湖北,我的老婆,10
1323916597,108296821,1708193155171,虎扑JR1089477412,02-18,安徽,汪汪汪,10
1323875772,108295948,1708191111458,必须控制你,02-18,辽宁,给个两分吧，只记得开服的时候每次有新卡池都能看到厨子喊：不抽，等绫华,4
1323787653,104272045,1708185469264,虎扑JR0653744753,02-17,福建,强度跟不上了,8
1323763973,106739861,1708182926472,天宇星辰,02-17,江苏,还可以，但塑造的有点茶了,8
1323605820,108184252,1708179219302,夜色铭为温柔,02-17,湖南,山里灵活真美！,10
1323484165,108254061,1708170075840,虎扑JR1979174432,02-17,河南,我是****的狗,10
1323366740,108287116,1708168411991,虎扑JR0257320594,02-17,河北,她的喜欢来的莫名其妙，一直不理解她为什么要给“我”跳舞，“我们”又不熟,4
1323045848,108283160,1708157387695,虎扑JR1487552212,02-17,广西,很崩溃的建模,8
1322847720,89373176,1708151609925,虎扑JR1890355284,02-17,辽宁,散桀的魅力时刻捏,10
1322870095,102652855,1708143362695,虎扑JR0250789306,02-17,陕西,乌龟公主,10
1322782511,108277263,1708140850319,虎扑JR0714127813,02-17,重庆,山里灵活,6
1322669020,108041244,1708126265801,虎扑JR1001346977,02-17,河北,这回轮到策划骑着美工和建模上班了，不是那240天我还真抽不到了，还有，把建模师给我拖出去砍了,10
1322705804,108274156,1708124708126,虎扑JR0961798014,02-17,安徽,老婆,10
1322555130,108269250,1708099605127,取名真是件难事,02-17,四川,官方多久才能改一下钢铁齐刘海,10
1322381044,105898428,1708097391695,虎扑JR0348167240,02-16,江西,,10
1322340489,108100761,1708091579300,流萤大魔王,02-16,广东,温柔知性的大小姐,10
1322095729,107244737,1708085215638,虎扑JR1223684827,02-16,辽宁,单纯的喜欢她,10
1322231917,108013509,1708084496452,希灵纪元,02-16,山东,老婆必须万分,10
1321981279,108261815,1708075877926,虎扑JR1175446430,02-16,四川,[你再骂],10
1321843468,108258908,1708067858585,虎扑JR0600187261,02-16,山东,乐,2
1321091719,108251743,1708050188759,虎扑JR0372872920,02-16,福建,喜欢,10
1321281239,108242847,1708049358433,Silence作者缄默,02-16,山东,心中永远的爱,10
1320947169,108249993,1708040614030,虎扑JR1183599316,02-16,山东,满分,10
1321024840,108232968,1708035352649,我是神里凌华的勾,02-16,浙江,绫华这辈子一直都爱你😘,10
1320932808,108232968,1708035226080,我是神里凌华的勾,02-16,浙江,，,10
1321050240,108232968,1708035221666,我是神里凌华的勾,02-16,浙江,，,10
1320999176,108232968,1708035200489,我是神里凌华的勾,02-16,浙江,绫华能值我一条命😘,10
1320900936,108232968,1708035137427,我是神里凌华的勾,02-16,浙江,，,10
1320986568,108232968,1708035124626,我是神里凌华的勾,02-16,浙江,老婆大人我爱你😘,10
1320946808,108232968,1708035104314,我是神里凌华的勾,02-16,浙江,，,10
1320999152,108232968,1708035096548,我是神里凌华的勾,02-16,浙江,，，，，，,10
1321059176,108232968,1708035083383,我是神里凌华的勾,02-16,浙江,，,10
1321004944,108232968,1708035064935,我是神里凌华的勾,02-16,浙江,老婆我爱你😘,10
1320946800,108232968,1708035047808,我是神里凌华的勾,02-16,浙江,这是我老婆！😡,10
1320915887,108249703,1708033984251,虎扑JR2064315475,02-16,浙江,值得给予五星,10
1320895854,108217542,1708019763815,虎扑JR2049756762,02-16,湖南,五星只是虎扑的极限，不是我和你的极限,10
1320892440,100887616,1708014932522,虎扑JR0857916126,02-16,山西,三阶们打一星也没用的😭🤣,10
1320874706,108246674,1708013516869,虎扑JR0231822268,02-16,福建,？理由,10
1320867578,108246674,1708013340922,虎扑JR0231822268,02-16,福建,不管是从性格方面还是能力方面，绫华已经做的很好了,10
